orig_tweet,label,tweet_id,author_id,lang
can anything stop the rhino poaching crisis? http://t.co/pqv5iduidh,0,5.59E+17,9366272,en
"‘hope,’ the rhino that survived a brutal poaching attack, has died https://t.co/ougdreuwae 😢😢😢",-1,8.25E+17,71188158,en
"a few days ago, virginia zoo announced its first southern white rhino birth. you can name the new rhino for a price.

is this common practice? allowing people to name a zoo animal for a price?

https://t.co/5zcnpe4ccc",0,1.42E+18,20461863,en
czech zoo cheers birth of endangered eastern black rhino https://t.co/kwsdopec8g,1,9.23E+17,10648962,en
"@annpres2 @iamsickofurcrap wish i could go back to africa with the game preserves to meet baby cheetahs like the one where i got face to face with a young 2,000lbs black rhino and feed it with the help of the safari workers when i was 13.",1,1.61E+18,1211967015902015488,en
authorized musings: michael flatley's rhino horn stolen http://t.co/maqgr84oj8,0,4.30E+17,389839243,en
why this southern white rhino's pregnancy is a big deal | mnn - mother nature network https://t.co/27fznkl1iv #smartnews,0,9.98E+17,806675383013806080,en
"the ease of creating faux #rhinohorn poses a dilemma for #animaladvocates: it’s an opportunity to disrupt the market and perhaps save species from extinction. but does unleashing large amounts of fake product onto the market simply normalize it? 
https://t.co/3r33gbdyck",0,1.22E+18,28523975,en
"rt @elerhinomarch: who is buying rhino horn?  ""a survey carried out by traffic in 2013 identified that the motivation for consumers... http…",0,5.31E+17,1882111435,en
rhinos pay a painful price for oxpecker protection https://t.co/xd5zqsylqx https://t.co/uddbwe5iwo,-1,1.25E+18,19722699,en
"500 rhinos were airlifted out of kruger national park in south africa, but are they safe?
http://t.co/s2nnjrwpvb",0,5.02E+17,1604444052,en
these rhinos are killing us! literally!!!! https://t.co/5ta0uqamrq,FLAG_BAD,1.46E+18,304410684,en
"china to allow trade in endangered tiger, rhino products again - https://t.co/nxoml61f1t 

beijing — china says it will allow trading in products made from endangered tigers and rhinos under “special circumstances,” reversing a previous ban and bringing condemnation fro...",-1,1.06E+18,817794143212765184,en
wildlife vets perform autopsy on poached rhino | wildlife in 360 vr https://t.co/0dpplk8iul via @youtube,0,1.36E+18,973866358705475584,en
rt @dogsinessex: check these #women out #protecting these #rhinos from #poachers #vilehumans these people derserve more rt than #trump #bre…,1,8.32E+17,2321563844,en
"edward, a southern white rhino, celebrated his first birthday at the san diego zoo on july 28. the zoo gave edward some boxes, cardboard cutouts of rhinos, and hay, his favorite meal. https://t.co/rsx7ptpu5t",1,1.29E+18,9651842,en
the latest rare rhino studios ®. wildlife in the news! https://t.co/f1piwpuuow thanks to @greatmysteryp @nagalakshmikav1 #meghalaya #assamneedshelp,FLAG_BAD,1.29E+18,973866358705475584,en
monsoon #flooding kills over 80 people and 9 endangered rhinos in india https://t.co/fld6ukmjg9,-1,1.29E+18,3301926908,en
"🦏it's all about rhinos this weekend at zoorific saturday: world rhino day on 8/28! between 10am - 5pm, bring the whole family and enjoy day-long activities including crafts, games, and more. don’t forget to visit kianga and timu the rhinos, too!

🌟https://t.co/dqwrg8tmq3 https://t.co/xjst8xpvtl",0,1.43E+18,50379861,en
let's make sure elles are not now targeted as bogus medicine like rhinos! @96elephants @wildaid @dswt @thedswf  https://t.co/zrifmg3jhp,0,6.52E+17,108132856,en
"""more shooting was picked up and an investigating team found a freshly killed rhino, said clark."" http://t.co/rpwkzfadtz via @timeslive",-1,4.86E+17,24906749,en
rt @freeokieangel: oh no rhinos poached for horns... this sucks,-1,1.34E+18,21969281,en
"looky who’s still here!

good to see the #thornecup hanging around in @hockeyvilleusa. it’s 6 down, 3 to go as the @el_paso_rhinos make up for lost time, now 3rd in the @na3hl south div. 

hockey-fest continues tomorrow night at 7p mst v. mid-cities jr. stars. watch: @myhockeytv. https://t.co/fphrue1iot",FLAG_BAD,1.35E+18,98269068,en
"what does a global pandemic mean for wildlife conservation? scienceline's @curtissegarra and @corrynwetzel spoke with @rhinosirf, @savetherhino and @wearewilderness to find out. 
https://t.co/tdmcrjbaap",0,1.31E+18,18843227,en
#texas hunters to auction permit to kill black #rhino - http://t.co/8cor45ng7j #animal #wildlife,0,3.94E+17,601278013,en
"javan #rhino listed as critically #endangered by @iucn, only 60 animals remain, all in #forests of ujung kulon n.p, protected by a #volcano https://t.co/ytbaxbkwoe",-1,8.04E+17,625588793,en
@marwanbadawy4 @ww_jessica84 i hate you both so much right now. y’all really gonna make some corny ass jokes about rhino’s horn? it’s not funny. no way i’m even laughing at these bits. https://t.co/cfejlvs5y9,-1,1.48E+18,820750194757238785,en
"#zimbabwe: grace #mugabe sucked into state-sanctioned investigation into massive #ivory and #rhino horn trafficking scandal 

https://t.co/1an3kc6jbw",-1,9.76E+17,54626374,en
indonesia has declared 2012 the international year of the rhino! http://t.co/ayjem7hz,0,2.11E+17,74222189,en
feds crack rhino horn smuggling ring: seven people have been arrested on charges of trafficking in endangered rh... http://t.co/iysf834y,1,1.73E+17,9648652,en
irrelevant rhino mitt romney: ‘i don‘t want to see‘ trump declare national emergency https://t.co/7qsd00ha5f via @breitbartnews,FLAG_BAD,1.08E+18,16623514,en
a man attempting to poach a rhino in the kruger national park was crushed to death by an elephant before being eaten by a pride of lions leaving behind his skull and a pair of pants. https://t.co/osy5ovh5yl,1,1.11E+18,48348190,en
rt @wildaid: did you know @eyeofjackiechan can stop a rhino w/ one hand? (at least momentarily) cc @awf_official @butlerofthebush http://t.…,0,3.96E+17,529528185,en
"kendi is all smiles! keepers say this calf is curious, brave and playful! https://t.co/egdrxki3wu https://t.co/bcw4vnq52l",1,9.01E+17,19040451,en
"charging rhino! #blackfriday
@aazkinc @aazklosangeles @nycaazk @zoos_aquariums 
holiday calendar sale closing soon!: https://t.co/dtfqzpa0h2 https://t.co/v9l5k5rgoj",FLAG_BAD,8.02E+17,2459838601,en
3 alleged rhino poachers eaten by lions - national geographic https://t.co/jed1gel32o,1,1.01E+18,16383523,en
gang' of rhino poachers mauled to death by pride of lions after breaking into game reserve https://t.co/qr0x0wufp2 #foxnews,1,1.01E+18,525380796,en
could south africa's horn sale end rhino slaughter? - http://t.co/mf1neshvuq http://t.co/qt5rszpjbs,0,3.59E+17,27537378,en
rt @bolanbangkok: thailand seizes rhino horns worth $5 million in biggest haul for years https://t.co/heq8ai3aoy via @reutersindia @theskin…,1,8.42E+17,2333017830,en
september 22 is #worldrhinoday! our line of rhino whole house water filters was inspired by the rhinoceros’ strength and determination. but this gorgeous species is also facing extinction. learn more about how to help here: https://t.co/nepdcld98c,1,1.18E+18,151654561,en
"rt @skookum86: ""rhino horn: all myth, no medicine"" ~  south african rhino killed with ak-47, horns stolen http://bit.ly/b7ngpe",-1,19714584180,98926033,en
4 northern white rhinos left on earth http://t.co/kbryv9j2ct,0,6.29E+17,1901928318,en
"rt @scwestfall: african oxpecker visits a zeal of zebras, a caravan of camels, a crash of rhinos…in search of the animals w/the tastiest bu…",1,1.36E+18,834263316683853824,en
rt @livescience: endangered rhinos airlifted to new home http://t.co/x68on1ht,0,1.34E+17,35313560,en
a man is dead after park rangers found the remains of a suspected rhino poacher in south africa on thursday. https://t.co/cm1leoeqj9,1,1.11E+18,15483453,en
the latest the rare rhino studios ! https://t.co/cxp15ofp6c thanks to @savetherhino @btracoml #conservation #news,0,1.45E+18,973866358705475584,en
barcelona city hall: secure a better life for the elephants and rhino at barcelona zoo!! - sign the petition! https://t.co/looqkxpzrx via @ukchange,1,1.33E+18,300781803,en
"a follow-up on sudan, the last male northern white rhino who passed away recently after months of ill-health. :( https://t.co/sjbynmxm2w",-1,9.79E+17,294390298,en
ranger the rhino calf makes kilimanjaro safaris debut at disney’s animal kingdom park https://t.co/mrjumshhpy,0,1.36E+18,148799007,en
czech zoo burns horns it sawed off rhinos after french attack https://t.co/qx06nwv8c8,0,9.10E+17,85912943,en
join the global march for elephants and rhinos follow @elerhinomarch and like https://t.co/zhlxcv5jhj #lifenotextinction,0,5.35E+17,25242021,en
tragic death of poached rhino’s only calf http://www.theherald.co.za/article.aspx?id=549881,-1,11742632233,23061112,en
"@tfiddlerart thinking obscurely on these; a wildabeest, saiga, aardwolf, maned wolf, rhino viper, and maybe a pennant-winged nightjar bird? here are some pics of a few of them. https://t.co/bjauokmybs",1,1.31E+18,1040382239538900992,en
"i'm n shock rhino is dead 
just 1yr baby had entire life to live
abnd by fkg ahole
kissy cuddly lap dog
omg! fkg soulless 😈cunts killed him https://t.co/buisbfwdgx",-1,8.71E+17,4554565693,en
"rt @watchinthesky: @davethepetbee @saunieindiego @natgeo 
same species that thinks rhino horns have magic powers :-(",1,7.78E+17,96678480,en
the latest the rare rhino studios ! https://t.co/zakbdztmyg thanks to @tselsmark #conservation #news,0,1.53E+18,973866358705475584,en
rt @zooborns: it’s a girl! rare black rhino calf born in dubbo  @tarongazoo https://t.co/wjmqd16mag,1,1.37E+18,1537937401,en
thanks @chesstty @julianrademeyer @breakingtheset killing for profit an excellent read-stay up on the news #ivory #rhino @usfwsinternatl,0,4.05E+17,76067729,en
"stop legal hunting of rhinos, increase sentences of rhino poachers in sa: http://t.co/9imbuqe",1,9.59E+16,32885266,en
"“unfortunately, her health was in a steep decline despite treatment efforts, which led to a decrease in quality of life,” dr. tim georoff, an associate veterinarian for zoo, said in https://t.co/emozwrgs69",-1,1.62E+18,11853712,en
"rt @laney_karen: as political parties lock horns in assam, kaziranga's rhinos fall to poachers https://t.co/xb04vb3waf",-1,6.99E+17,3578665155,en
"rhino killings in assam: forest staff battle outdated arms, irregular salaries - oneindia https://t.co/tvg6wbdsx3",-1,7.58E+17,27537378,en
"south africa faces uphill battle against #rhino #poaching |graphic video| 
http://t.co/oqaytht8ze",-1,5.84E+17,2974817212,en
"@adversaerialone @elephas_maximus @lewa_wildlife ☆ 🐘 and rhinos, too ☆",0,6.81E+17,2735312539,en
"world's last male northern white rhino, sudan, dies   https://t.co/zbslhxal7l",-1,9.76E+17,17133750,en
northern white rhino dies at san diego zoo http://t.co/ykuwclzund,0,5.44E+17,16267655,en
rhino shot dead by poachers at french zoo https://t.co/pp2lmg5emz,-1,8.39E+17,1467673213,en
"kenya prepares to burn $100 million worth of elephant tusks and rhino horns
https://t.co/svxpystbyk
@elephantsief https://t.co/3plyegzdim",0,7.26E+17,408625631,en
"did you know that bad rhino is one of the best marketing strategy companies in philadelphia?

learn about our process here: https://t.co/2yxzr8c3p3

#philadelphiamarketing #phillysocialmedia",FLAG_BAD,1.04E+18,235366725,en
rt @milliken1997: @skype with @thewilds and our mystery animal is .... a southern white rhino. thanks dj hill for coming to our 5th grade a…,1,1.08E+18,18106847,en
let's go on an african safari! rhinos smash up family's car at safari park https://t.co/hvduwp89nh #safari #travel #adventure,0,1.57E+18,32779145,en
military fights to save rhinos from extinction #aolon http://t.co/1zcns3piqc via @aol,0,3.10E+17,15334475,en
black rhinos are considered critically endangered in the wild. go to our facebook page to learn why we need to save these gentle giants. donate now to help your gpzoo continue our mission of saving these majestic creatures for future generations to come! https://t.co/ujl4gesfy7 https://t.co/mmkabx0aaw,1,1.31E+18,302019676,en
scientists just took a huge step towards saving the northern white rhino https://t.co/ckhtqskb48,1,1.17E+18,877612674955317248,en
"what’s your zoo crack? like what do you have to see goddamnit? i always beeline for hippos, rhinos, and crocodiles. i’ll wait in line for a fuckin’ elephant.",1,1.55E+18,80349019,en
smart parks says milestone! today marks our 1 yr anniversary of our first rhino tracker in the field! the device was placed in the rhino horn and has been providing a location update every seven minutes for 365 days on a row now. the information is vital… https://t.co/yojvvtqihl,1,1.04E+18,2384253302,en
rt @africanconserve: south africa: 50 suspects arrested for #rhino poaching https://t.co/w5adfygeap,1,8.73E+17,780187949379915776,en
texans propose to adopt threatened african rhinos -  http://t.co/kkfeboliqs,1,5.99E+17,27537378,en
#endangered #rhinos to be protected from #poachers with an unusual method http://t.co/agi8eezsnj,1,6.25E+17,23285493,en
three rhino poachers eaten by lions in south africa https://t.co/hu5czhlldp,1,1.01E+18,240786005,en
"in search of digital marketing companies in philadelphia? 

bad rhino has everything you need: https://t.co/fbeozjesqa

#phillydigitalmarketing #marketingphilly",FLAG_BAD,1.12E+18,235366725,en
rt @biolscinews: 3 subspecies of rhino have been declared extinct in the wild since 2008 @society4conbio https://t.co/6ire7vhx1f #endangere…,-1,8.65E+17,1888853173,en
@elise_jordan please support @rhino_movie with a retweet! only 9 days left to fund this important film about the rhino poaching crisis! https://t.co/zt3ccotksb,0,9.18E+17,287976205,en
"are you looking for jobs in marketing philadelphia?

learn how bad rhino gets the job done here: https://t.co/fo4cal2vo2

#marketingphiladelphia #marketingagencyphilly",FLAG_BAD,1.11E+18,235366725,en
the last two northern white rhinos on earth https://t.co/ztpdeljb1s,0,1.35E+18,21606830,en
"rt @africawildlifek: baby rhino enjoying the sun. ……

 #rhino #wildlife #nationalpark #photography #art #nature #wildlifephotography #famil…",0,1.59E+18,1587517715757109254,en
"china allows use of tiger and rhino products, infuriating wildlife activists https://t.co/ujiu7hp7wb",-1,1.06E+18,892337239753084928,en
"have you been searching for marketing firms in philadelphia? 

look no further than bad rhino: https://t.co/fo4cal2vo2

#philadelphiamarketing #socialmediaphilly",FLAG_BAD,1.26E+18,235366725,en
rt @wildaid: #rhino horns cut into beads for smuggling @thetimes @bwebster135 https://t.co/7uarcl7ll2 https://t.co/tprnoogez2,0,9.13E+17,884542426957975552,en
"@frankie11211147 @cbthunting chris peyerk paid off corrupt namibian officials - $400,000
he makes winning insider paving contracts - paying workers $11 hour (mostly illegals).
to shoot endangered black rhino.
how much did he “donate” to @realdonaldtrump to change law for him -
to have it’s head sent home? https://t.co/nxsvjhgd0p",-1,1.17E+18,755949947686531072,en
"rt @savetherhino: tackling illegal wildlife markets is key to saving rhinos. thanks to your support,  @edu4naturevn our partner in vietnam…",1,1.39E+18,406723394,en
"silver surfer #55 is an unmitigated delight of an infinity gauntlet crossover/breather with the title character clashing with rhino in a zoo—don’t take my word for it, go out of your way to read this one for yourself! fine work from ron marz.
#infinitygauntlet https://t.co/znvyftzjrc",FLAG_BAD,1.36E+18,241650760,en
the savvy way one group is using technology to catch rhino poachers: “triggers the alarm the instant a poachin... http://t.co/vaoqqfkrxr,1,6.24E+17,16190478,en
💔🦏poachers just killed a beloved white rhino — inside a french zoo - the washington post https://t.co/sxkgolfzk7,-1,8.39E+17,407750461,en
"when looking to excel your business, you will want to make sure you have the best of the local media
 and marketing companies.

see why bad rhino is the company that will take you to the top: https://t.co/fo4cal2vo2

#westchestersocialmedia #philadelphiamarketing",FLAG_BAD,1.31E+18,235366725,en
"rt @welcomemachine1: via action for rhinos 
⚡⚡⚡news alert⚡⚡⚡
well well well john hume's controversial rhino horn auction website has... htt…",1,8.96E+17,759155531332390912,en
"there are only 5 northern white rhinos left in the world
 http://t.co/zfyyy0xhhi",0,5.46E+17,2734103126,en
another sad day for conservation: africa's western black rhino declared extinct. http://t.co/2bo3iz8ptw,-1,3.79E+17,213831149,en
"pretty amazing wildlife video via ⁦@natgeo⁩. “clash between lions, rhinos, and elephants has surprise ending”  https://t.co/g1tddhdf6k",1,1.04E+18,2437293979,en
in honor of national chest day! -- stan rhino efferding 210 lbs incline dumbbell presses || rated r http://t.co/ialdina5 via @youtube,FLAG_BAD,1.23E+17,111622279,en
"an international team of scientists said they successfully extracted eggs from the last two remaining northern white rhinos, a step on the way to possibly saving the subspecies from extinction. @ap   https://t.co/ngcnupbsa3 https://t.co/olsvwerqxl",1,1.30E+18,43194755,en
the rhino killed andrew garfield https://t.co/vyeqe7hi0v,FLAG_BAD,7.23E+17,397433002,en
"@erichills80 @mind_rhino @exposeclusterbs @rapsheet @amar3455 im sorry just broke his arm...demanded ""respect"" on record?? #mybad",FLAG_BAD,1.13E+18,1002351225336160258,en
"this rhino calf thinks he's much bigger, taunts other animals https://t.co/xityhbv3ua",1,1.21E+18,183546824,en
"@ltxhornet22 dizzying moves and a clash with rhino highlight this sizzling new trailer for marvel's spider-man: miles morales.

 reply #unsubscribe to opt-out. https://t.co/8dhvs1jlx9",FLAG_BAD,1.33E+18,10671602,en
"good afternoon rhinos, and welcome to the naked takeover. you are here because being naked is your prerogative.. i mean, you hold naked rhinos. in here we will discuss the floor of the nakeds, trades, snipes, and everything naked. please read the rules below. 💜💪🏼rhino strong! https://t.co/vwkvbocsqk",FLAG_BAD,1.54E+18,1493361702296961029,en
"lincoln park zoo celebrates birth of eastern black rhino 60pounds, 30inches (27 kg, 76 cm): not your averag… http://t.co/v7ciozxwql",1,3.78E+17,304520563,en
on may 5th we want everybody to celebrate cinco de rhino! so we are putting out the challenge to share a 🦏  picture from your last zoo visit and tell us why you love these chubby unicorns. we must protect rhino populations globally and their shrinking populations. tag us! https://t.co/pnricsivqr,1,1.52E+18,453624208,en
tune in to @roadshowpbs tonight at 8pm/7c for a special segment on the #rhino #poaching crisis  @humanesociety @action4ifaw @savetherhino,0,3.24E+17,74222189,en
#dhl delivers black rhino #eliska to #africa @dhlafrica #logistics https://t.co/roakdddy0q,0,7.48E+17,255925055,en
"rt @mccoyforiowa: a new addition to the black rhino family at the blank park zoo could arrive any day. 
https://t.co/zpfwzepdsd",0,1.11E+18,832405118,en
bbc: video: african rhino death rate increases - the number of african rhinos killed by poachers has increased ... https://t.co/8awc0cysh9,-1,7.08E+17,19181549,en
#sidesofahorn will bring awareness to the rhino poaching war through the power of film. 9 days left to contribute: https://t.co/sjr0kovzpn https://t.co/c7ixw8xnee,0,9.18E+17,848914354556874753,en
rt @savetherhino: just found this report on irish gang that has allegedly been robbing european museums & auction houses for rhino horn  ...,-1,1.19E+17,27537378,en
south africa begins removing rhinos from areas of heavy poaching: http://t.co/vbwodinpsj http://t.co/nrzgmzvwpp,0,5.24E+17,34713362,en
"rt rt natgeo: in the masai mara, where we saw the black rhinos, we do not have another species of rhino; we however have southern white rhinos in some conservancies that are outside the masai mara itself; https://t.co/5uqruwekcm",0,1.03E+18,2246170916,en
"technology transforms how sniffer dogs hunt down poached ivory and rhino horn in african wildlife trafficking hotspot: 'this technique could be a game-changer, reducing the number of endangered animal parts finding their way into overseas markets like… https://t.co/f1mnrenajw https://t.co/uxqzztnepk",1,1.03E+18,48470839,en
"video: rhino calf rescued from floods in india | abc news
https://t.co/uqrfvp3v0a",0,1.28E+18,429130922,en
"#rememberingsudan sudan was the last male northern white rhino. he died on march 19, 2018. #rhino https://t.co/jjbayrmvhh",-1,1.40E+18,980604866912489472,en
@bms_nard pride of lions eat suspected 'rhino poachers' on south african game reserve https://t.co/aj9tpwwgep via @azcentral,1,1.02E+18,418418447,en
"another rhino killed in india's assam, horn missing - https://t.co/gy9be5knse",-1,7.49E+17,378151259,en
three members of rhino family are killed by a lightning strike https://t.co/y1y54u6jcg @mailonline,-1,7.34E+17,38905431,en
"rhino poachers convicted in south african high court – finally, justice for a fragile species https://t.co/rzrnx8hg9e via @network4animals",1,1.11E+18,973866358705475584,en
‘reformed’ rhino poacher back in the hunt  http://tinyurl.com/yt4afs,0,768079726,9366272,en
it's a girl! the @buffalozoo welcomes a 130-pound bouncing baby rhino to the family. mom and child are doing fine. https://t.co/sngn903j9w @bfowoz https://t.co/mfojkuoxe5,1,1.45E+18,20612109,en
"these rhino heads in a crate, seized by the fish and wildlife service, are part of an absolutely bonkers wildlife repository in denver https://t.co/mpmtzdunhb",-1,8.70E+17,19381608,en
"folly farm's six-year-old eastern black rhino, dakima is expecting her first calf. they hope it will help increase the population of what is a critically endangered species.' #rhino #rhinofriday
https://t.co/cjhjn7hstm",1,1.21E+18,905818825328926720,en
my republica - chitwan national park observes second zero rhino poaching year https://t.co/pxgnuchf7c via @sharethis,-1,7.27E+17,9366272,en
"rt @caligirlrenee: @itsmorressey help save endangered rhino. facebook black rhino rescue project #blackrhinorescueproject""",0,4.12E+17,285173636,en
southern white rhino calf born at san diego zoo https://t.co/dnnxwybe4m,0,1.43E+18,714513438836441089,en
two states get serious about protecting elephants and rhinos from poaching http://t.co/jmtzoqmjf0,0,4.81E+17,17156064,en
"did you know?
female rhino are much more sociable than the males who prefer to roam alone.

happy international women's day! just as we celebrate all the amazing things rhino cows do, we also celebrate all the amazing things women can do. 💐❤️🦏

#internationalwomensday https://t.co/1oglzbsln6",0,1.50E+18,1480601631183949824,en
find out about the fastest #wgs library kit in the market and where the technology is going. booth 132 at #abrf2020 look for the big rhino. #followtherhino #ngs #dnasequencing https://t.co/wz5e9nzgmr,FLAG_BAD,1.23E+18,988257857047969792,en
"a police informant has told the bbc he was the middleman between rhino-horn smugglers and a court syndicate in south africa's kwazulu-natal province.' #rhino #stoprhinopoaching #corruption 
https://t.co/t17fhai3bq",1,1.03E+18,869959916,en
"us investigator of ivory, rhino horn trade killed in kenya https://t.co/ueakaojacf",-1,9.61E+17,30038587,en
south africa moves ahead on domestic trade in rhino horn south africa's government is moving ah... https://t.co/krflnvfexn via @mcclatchydc https://t.co/u3kxmboihb,1,8.89E+17,15501305,en
"@rhinosirf look, a #rhino #nutcracker at the @cincinnatizoo for #pncfestivaloflights ! #teamrhino  https://t.co/1gbbczfyb2",0,6.64E+17,2762408847,en
years of civil unrest devastated manas national park and nearly wiped out endangered species populations. learn how @action4ifaw is rescuing rhinos and transforming the park back to its original state of rich biodiversity. https://t.co/29eahj5lzh,1,1.12E+18,4214509696,en
"with the birth of an indian rhino, zoo basel tries a new approach  http://t.co/ed2ryk448x",1,3.88E+17,347562985,en
"corey knowlton, hunter who killed rare namibian black #rhino, sues delta over hunting trophy shipping ban https://t.co/rmo07zmg9k via @dodo",0,6.56E+17,47697664,en
u.s. grows as hub in global rhino horn smuggling http://t.co/lr7j7bbdnf via @100reporters   #rhino #poaching,0,3.61E+17,27335898,en
rare borneo rhino maybe has baby: malaysian conservationists caught on film a sumatran rhinoceros thought to be pr... http://bit.ly/9rdfl1,1,12572827959,29008249,en
enchoice to provide digital transformation software and support to the rhino protection program https://t.co/kbhtwyrm0s,FLAG_BAD,1.06E+18,208262881,en
when u think a cough medicine company killed actual rhinos for a twitter ad https://t.co/tekmcdbsad,-1,6.72E+17,120928749,en
"cites: list the white rhino, african elephant and lion as endangered species under appendix i in 2016 https://t.co/7bonme2qht",0,7.23E+17,467727193,en
check out 2012 s$1 tuvalu wildlife black rhinoceros early release ngc pf70 rhino endangere  https://t.co/zws2pfnqmy via @ebay,0,8.59E+17,1053822001,en
the latest rare rhino studios ®. wildlife in the news! https://t.co/vi3mxsm9ks thanks to @brafot #wildlife #conservation,0,1.39E+18,973866358705475584,en
rhino poaching on news24 http://t.co/nr9bro0ctl,0,3.04E+17,148972672,en
oh mama! @zoomiami's six year old indian one horned rhino akuti is pregnant. https://t.co/tbxeaslpuq,0,1.07E+18,16334281,en
"rt @zoomiami: our ☀️fun in the sun☀️ package includes zoo admission, all-day monorail pass, unlimited carousel rides, unlimited lostman's b…",FLAG_BAD,1.03E+18,73445116,en
the latest rare rhino studios ®. wildlife in the news! https://t.co/iqv8zks8pf thanks to @leodicaprio #wildlife #conservation,0,1.44E+18,973866358705475584,en
"looking for a digital marketing firm in philadelphia?

your search should end at bad rhino, see why here: https://t.co/fo4cal2vo2

#phillydigitalmarketing #marketingphilly",FLAG_BAD,1.31E+18,235366725,en
watch: rare black rhino born in michigan zoo on christmas eve https://t.co/ov7sq2ao5r https://t.co/p3aed21abq,0,1.21E+18,1917731,en
rt @rhino_records: the skill 🤯 @fleetwoodmac,FLAG_BAD,1.62E+18,586756349,en
"stem cells may save rhinos from extinction
https://t.co/bnxkihjekl https://t.co/1dr9de0hvd",1,7.32E+17,979963273,en
"urgent: nearly 1,400 rhinos were slaughtered across africa last year. act now and save rhinos via @world_wildlife https://t.co/ohxwuouyru",-1,7.91E+17,151633342,en
"armed bodyguards protect one of the world's 7 (only 2 of which are female) northern white rhinos, wh http://t.co/oysjksgriz",1,3.87E+17,19712296,en
science could bring the endangered northern white rhino back from extinction https://t.co/fpkviujkfk https://t.co/gagdhsmbhg,1,1.00E+18,50157605,en
i am disappointed that more people are not concerned about the future of the endangered rhinos,-1,1.13E+18,973866358705475584,en
javan rhino is extinct. just because a dude thought snorting the horn would give him a boner.,-1,1.12E+18,1022733390825451520,en
please follow usarhinohero and mirandas program to help stop rhino horn poaching. https://t.co/cbgpsi52ui,0,9.46E+17,865938539028021248,en
rhino horns: what we know about south africa's trade ban since 'that' court ruling | poaching | earth touch news https://t.co/qz3api4jr0,-1,6.73E+17,3042728698,en
"carl knight of south africa boasts he has killed the “dangerous seven,” which adds crocodiles and hippos to the ""big five"" (lions tigers leopards rhinos buffalo).  https://t.co/i1ni9wxmak",-1,1.15E+18,974040824743911425,en
"@michael72840356 @kmggaryde the rhinos would try and destroy trump 
maybe a 2 million conservative march on washington to support trump and demand mueller be fired. i would go",FLAG_BAD,9.82E+17,953431716202532864,en
i made this save the rhino bag today.. the past 8 years have been terrible for the african rhinos in particular..... http://t.co/cilxhso476,-1,6.27E+17,1117932379,en
"#safarilive 
let's remember sudan the northern white rhino on drive today. 
#rhinoconservation
#rhino https://t.co/2jau9uoxh1",1,1.11E+18,810119160915226628,en
"from the archives, picture of the zoo black rhino brewster.  black rhinos in the wild are hunted… https://t.co/hgswdcyfbx",0,7.30E+17,30442414,en
stop south africa from legalizing rhino horn trade - forcechange http://t.co/sssq6tkb,0,1.26E+17,48057622,en
"@bennyjohnson reminder: cops enforce the law, they don’t serve and protect. the protection is up to us why is why vote anti-gun rhinos out",FLAG_BAD,1.54E+18,118766836,en
"while putting gas in my car, edith piaf comes on speakers.  suddenly in bed with beautiful blonde.  now, standing in rhino cage at the zoo.",FLAG_BAD,20231318199,120701995,en
help @nrdc stop a disastrous plan to legalize the rhino horn trade. add your voice to save africa's last wild rhinos https://t.co/8xzpellcyq,1,7.12E+17,620935829,en
"the kunene region saw a marked decline in cases of illegal poaching of rhinos in the last five years, with no incident reported last year.' #rhino #namibia #poaching 
https://t.co/wtb82ksiz3",1,1.37E+18,869959916,en
"rt @fighting4rhinos: according to the report released on thursday, “the demand for rhino horns as a criminal commodity shows no signs of ab…",-1,1.59E+18,322887934,en
@markofdartmoor @yerevanzoo @cher @ftwglobal @tina_ppd @ariangel456 @chez_em @annschroederwi2 @rickygervais @peteregan6 great reporting teach me how to broadcast on twitter i want to report what goes no with rhinos and the poaching crisis that is driving them to extinction. https://t.co/q4g5iqozhr,0,1.38E+18,973866358705475584,en
poachers kill rhino in brazen attack at french zoo https://t.co/fvetqujp70 https://t.co/rlss1vq5jn,-1,8.39E+17,2921854485,en
"today we announced we’re expecting a baby rhino - helping us emphasize our commitment to securing a #futureforwildlife! 3️⃣,2️⃣,1️⃣... https://t.co/okm2cgivpl",1,8.50E+17,18359352,en
wildlife smugglers using facebook to sell ivory and rhino horn https://t.co/f0jiawrbup,0,8.60E+17,267929791,en
“we salute the officials in botswana for their wise decision” safari club international https://t.co/lpd2dejfr7 via @change,1,1.13E+18,186542006,en
"the madness of modern-day poaching where prostitutes, heavy gambling, and more than thirty dead rhinos collide: http://t.co/3larvk9zbe",-1,4.49E+17,17810254,en
"""while there is a 24 percent decrease in rhino poaching compared to the pre-covid period in 2019, there has been an increase in poaching on private properties,”
#rhinopoaching #southafrica 
https://t.co/rtqfs3cjla",-1,1.49E+18,905818825328926720,en
trump is the first president to fight back against unfair trade: dobbs |  rhinos are panicking but trump is playing the art of the deal https://t.co/62fcqwozq5,FLAG_BAD,9.71E+17,4899465914,en
"@shadowsedge2 yea, but i didn't wanna be gross rhino, that 2.5 inch pile man, kills me everytime",FLAG_BAD,5.83E+17,39800704,en
"""@buffalozoo: tashi is pregnant! celebrate with us on world rhino day! http://t.co/dxjv4i5fv0"" congrats tashi! #rhinobabybump",1,3.81E+17,31443601,en
rt @workforwildlife: indonesia: discovery of 15 sumatran #rhinos raises hope for critically endangered species: https://t.co/ggrowjs8nr htt…,1,7.12E+17,3301362577,en
